,tweet,label
3662,"300, crore insha Allah",posiitve
3670,veri nice song bhar do jholi salman bhaijan 09627010944 plz cl me plz plz plz,posiitve
2934,sallu yar 6 baj gaye..,posiitve
2343,Bhai.. Kese ho.. Aur intezaar nhi hota jaldi aao,neutral
1043,Advenced idd mubarak,neutral
937,Iski ma chod do salman ki,negative
3868,lv u salman..kya kr rahe h ap sona..,posiitve
273,abhi dobara vote ho jaay bjp 7 seat bhi nahi mlaygi jai rajesthan,negative
2820,bhai ap mjhe chnce nhi dena bt humre liye liye rply kr do bhai,neutral
2329,Ok sallu bhai,neutral
2862,"hy bhai,life ek wish hai bas ek bar tumhe gaale milooo......",posiitve
2618,jb aana hi ni tha to,negative
2215,sir 4 bag gaye aap kab baat karoge,neutral
564,Kya kah diya sallu bhaijaan,posiitve
263,Jabtak surj chand rhega tabtak modi ji sarkar rhega ....jay hind,posiitve
3010,Hum aapko ek jhalk dekhne ke liy a tarap rahe hai,posiitve
1241,kal kya h.....b'dy gift doge kya mera? <3 :D,neutral
1721,ok come in....lekin kese salman bhai...majak nhi kar rahe,posiitve
3804,apka big fan me bangladesh me plz cal met u +8801719447771 plz cal sallu bhai met u fan,posiitve
660,Salman bai ap kese hen ma b ap ka fen hun,posiitve
1378,Ye to confirm hit nhi jayegi kyunki koyi musalman bhai iski picture nhi dekhega,negative
386,Hum bhuke mur rahe hai sir,negative
3707,Bhai fadu hai,posiitve
922,"yes,boss main toh apki film dekne keliye kis tara se behtab ho rahi hu bata nehi sakti <3",posiitve
2661,Bhaijaan love u Bhai.. 28th july ko mera bday h.. Ek wish kaardo bhai.. Plz bhaijaan..,posiitve
2442,apko ana padega,neutral
2926,Itna intezar to roza khulna ka bhi ni krta jitna apka ek post ka karta hooo ....plzz reply  karain maharbani apki bhtt bhtt,posiitve
1144,Salllu tumhe pta bhi h ki tum iss red pathani kurte me kya jabardast lag rahe ho....koi bhi ladki mar jaaye tumhare liye to...ummmmaaahhhh?,posiitve
918,shandar song hai!,posiitve
2563,Bhai kamal k jodi hoge ap 3nun ki.,neutral
1302,"ap ka sb film dekta hu, me v bajrnag Bali ka bhkt hu, jai bajrang bali ji, ap film nam se suprhit ho gya, nam se,hi ap ke dusmn bahg jayga,",posiitve
510,kiya kismat hai,neutral
180,Modi sirf naam he kahi hei,posiitve
2697,shyad aap busy ho tbi aap rply nhi kr rehe ho nhi to aap jrur rply krte...bt m tb tk wait krungi jb tk aap rply nhi krte...,neutral
823,hello sir kaise ho plz reply tou de dou aaj plz sir,neutral
1023,Yahi to sab log chahte hain ki hum lade aur tum log vohi kr rhe ho,neutral
3400,bhaijaan love yoy,posiitve
28,Sir yeh tho sirf aap hi kar sakte hai. Great sir,posiitve
1826,"Hiiiii, kya yeh dream hai?",neutral
1504,Ye log bhi kese he movie dharm me khasit rahe he,neutral
2006,Hiii sallu bhai i m ur biggggest fan..........kya aap bataege ki aapne acting konse acting skool me sikhi.....plsss bhai tell me,neutral
3151,sab asca ah.... :),posiitve
3646,"Salman Khan bhai can't wiat...wish aaj hee friday ho... Bajrangi Bhaijaan..in advance, eid mubarak",posiitve
2019,bhai apke is blockbuster movie bajrangi bhaijaan ke bare me kuch gadhe na jane kya kya bakbas kr rahe hai aur ahmedabad me to movie ki release pr ban lagane ke liye appeal bhi ki hai ap kya kahoge bhai,neutral
1471,are op logo bap hai bel hai,neutral
2956,salman khan ka aphran ho gya tv pe aa rha h,posiitve
827,Aslma alikum bhai jaan,posiitve
3534,Ye Pakka hit h koi sala rok Ni sakta bhai ke film ko hit hone se,posiitve
938,sala musalman ke naam par kalank hai ye sale tune muslim ke liye kiya hi kya hai or jo kar raha hai tu us se bhi jal raha hai,negative
3403,Kya karke jaoge. Aap,neutral
41,koi hindu nhi koi muslim nhi hm sab hundustani hai,neutral
3542,kisi ko blcne chahiye to apna numbr btao abi 2_ min me blance aayeg,neutral
2952,aap ne roja rakha hai ??,posiitve
3720,supperrb salman khan..,posiitve
2444,Kis kis ko jawab dungachalo ek lucky draw karta hu,neutral
1496,You better reply me Salman! twitter par nahi toh yahan toh pakka Reply karna padhega lol,neutral
2659,love u bhai tumhare liye ye jaan bhi de sakta hu..Love u bhai jaan sallu bhai..,posiitve
3813,abhi bhi sant rahu tumhara dimag to thik hai tumhe abhi tumhe samajh nahi aarha na jis din koi aur mujhe koi aur lejaega sadi karke usdin samajh aaega tumhe abhi baithe raho tum,neutral
2634,Biceps 17 inchi banane ke liye kya kare.give me some tips.,neutral
1676,loveeeeeee uuuuuuu yaar thak gai tum hi reply,posiitve
1596,Jaao apne fans se baat karlo sab wait kare h,neutral
3192,aur salman bhai movie to chootiya se bani aapne,negative
3798,arey wah yrr,posiitve
2857,Bhai plzz ao na bajrangi bhaijaan bajrangi bhaijaan bajrangi bhaijaan bajrangi bhaijaan bajrangi bhaijaan bajrangi bhaijaan bajrangi Jai bajrang bali Tod de dushman ki nali,posiitve
3509,"Salman ji aapki film super duper hit ho.sare record break kre.Ginnes book of record me naam ho jaye aapki film ka.Aap reply kro ,ya na kro ham to aapke liye pray krte hi rahenge.Amen!!!!",posiitve
2259,Batao na bhai mene aapse 3question puche hai,neutral
191,Lov u modi ji,posiitve
1512,Bhiya ji mujhe ek chota mota roll de dena dabbang three me,neutral
3145,friends tum sab salman khan ku thaknah chati hu. ...???,neutral
3009,salman bhai muje ek gaddi gift krde yr ?,neutral
1407,mast hai vai,posiitve
1744,bhai commitment kiye ho k 3.30pm aaoge to ab q bhai majaak kr rhe ho,neutral
20,its not hindi its urdu and bolywood ager kamyab hai tu Urdu ki waja say,neutral
3396,Eid 2015 Hum sath sath bajrangi bhaijaan.,posiitve
1622,Arif khan kounse news channel par dikhain hai sirf itna batado,neutral
2366,kia h0A sal00 bai.....?,neutral
374,Ghar Ghar modi hi modi .Jaha logo ki soch khatm hoti hai modi Ji waha se sochana suru karte hai .,posiitve
833,lov u sallu bhai,posiitve
3685,Randiko ban ko film kab release horaha hein,neutral
2967,Auno Bhojani teri amma ki chodu replay kaiku kara sale,posiitve
1566,"Kiska bhaijan kahan ka Bhai jaan Kutte tu ek nambar shetan,,,, Eed me hi aata he,, kharab karne imman,,,",negative
3317,I love uuuuuii salman khaaan ;-);-);-);-),posiitve
4,Sundar ekdam sahi Gaya Hua gana.chhotisi gudiya ko naman,posiitve
504,Meri akhri khosies h Ek br tujse sirf milna chate bs,posiitve
2035,bahi 4 baj gaye praty abhi baki hai,neutral
1456,Jinko mara ja raha ha waha wo bhe pakistani ha :p,neutral
356,modiji hamari ek gujaris hain ke hum ek sangsthan khulna chahati hain ke nij nij elakaomain sari lokoko help karna or iske liye help ki proyjon hain......,neutral
757,Gud morning bhaijaan,posiitve
1321,Lagta he gar wapsi ho rhi he bajrangi bhi bhaijaan lagane lag gaye,neutral
429,Damn thm invisible ninjas cuttin onions..,negative
3538,Sbka record todke Salman bhaiJai jai bajrang bali,posiitve
549,Salman sir. Aapki life ke 2 mint meri life anek mint me khushya la sakte he plz sir. Mil lijiye,posiitve
445,meko itna gussa araha hai vomit kardugi iske muh mai tabi sudarega kutt#,negative
1607,Sab record peche bajarangi bhai jan agee....,posiitve
3375,waitingg for bhaijaan,neutral
2666,Aajao aap vai,neutral
2745,next time bhai ke commitment ka wait karta hu. sayad aaj kuch jada bz hn juma h na. Love you bhaijan. khuda hafiz,neutral
3770,OLD BEST DOST GUD LAK HAMESA,posiitve
2060,Assalaam o alaikum bhai,neutral
2407,u r muslim soo app rozay rakh rhy hoooo,neutral
268,Jitni daulat ye neta log vides ghumne me kharch kar dete agar wo garibo me bat de to kitno ka pet bhar jayega,neutral
3240,Chup chootiya jaakay shahrukh ka signature style perform kar shahrukh k tattay,negative
478,Bhai jan jindabad,posiitve
3701,hi salman bhaijhan eid mubarak aap ki movie achi chalegi i like u,posiitve
1119,apki bht bht bht bht bari fan hon pakistan se,posiitve
581,Mare favroute sallu vi...,posiitve
304,Aaj har nagarik ke man main ek hi chahat hai ki narendra modi kuch karenge.aaj haar yuba,posiitve
2511,Sir hum Aapka wait kar rahe hai please talk,neutral
547,Please Salman sir. Is garib ke lye bhi time nikalen aapse milne ka apointment den,neutral
706,ku salman ka naam bina use kare kam nhi hota kya bhai logo,posiitve
1886,Bht bht taklifda kam ha,neutral
825,Jaldi btao bhai jaan,neutral
2196,aa jao sir 4 to kb ke baj gye,neutral
484,teri picture dekhne jao nah maja a aajaatah hai such iiiiiiii,posiitve
514,Sir mat bolo sale ko harami hai wo muslman ke name par dhabba hai sala saitan,negative
3292,No problems Salman Bhai aapka koi bhi kuch ukhad nahi sakta bajrangi Bhai jaan suparhit movie hogi,posiitve
711,"job chahiye hm kuchh ldke jobless h, or hone wale h pdhe b km h bt work krna jante h",negative
3114,salman ap ko kabi b achhi intresting story wali films kyu nhe milee jis trha shahrukh ya amir ko milti ha,negative
1164,salman bhaijaan eid mubarak aapko ho,neutral
797,Salman khan g kasy ho ap eid par jo movie ha wo tek ha par name tek ney ha mara msg dak lana g ok,neutral
349,Ham log apane aap ko bhagy sali samajte hai ki desh ko aap jaise PM mile jay hind,posiitve
2879,Dekhna friends Salman bhai zaror reply kary ga late hi sahi,posiitve
2526,Baat kidhr hogi,neutral
360,Kya ji modi ji mast lag rhe ho,posiitve
2699,salman khan ma ap ka bohat bara fan ho,neutral
42,"Modi tujhe jaan se maarna mera kaam hai , main Khalistani huuuuuuu",negative
2796,Ye umeed nahi this net khatam ho gya kya apka,negative
2989,Jo salman se pyar karte h wo islaam se pyar nhi karte,posiitve
2786,Please Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab do,neutral
1061,pure bachio ki jaan lena hai kya aise pics dekha k,neutral
2971,sir itna to koi apni girlfriend ka b wait nae krta pta nae ap ans kyn nae d rhe,neutral
682,bulawa ho na ho ham yayege or entjar ke liye chale jaye ge,neutral
2663,i knw ni aoge sbko ullu bna diy ap aj acha khasa,negative
949,thnks alot sallu,posiitve
338,Extremist prick with hateful ideologies and hostile intentions towards neighbors. Ultimate dueschbag.,negative
3785,Awesomee bhai jaan,posiitve
2808,<b>   BHAAI BACCHO KA DIL DUKHARE HO AAP AATE Q NAHI,posiitve
114,Jai hind maniyo pradhan manteri ji me sena bharti nhi hua lekin me desh ki sena ko salam karta hunJAI HIND JAI MATA KI,posiitve
87,Faltu time nahi hai,negative
939,Kutty sharam tou hai nhi tujh mai zalill insaan,negative
1583,Nhi baat karni to boldete,neutral
1671,Salman ap ko aur ap ki famliy ko meri taraf se id mubarak,posiitve
1947,subki aan subki shaan hai apna bhaijaan,neutral
1129,Kaise hai bhai aap achha rhiyega to hum v rhenge vRna aap jante hai,neutral
684,Salman khan dest actar bollywood,posiitve
1655,Umar bhar aap eysai hash te rehay or you hi movie banate rehiye,posiitve
3299,koi bhi uss fake pi pr yakeen kaise kr sakta h itna hi doubt tha toh trailr launch wala video dkh le na chahiye tha sb clear ho jata,negative
837,salman ji hm jarur dekhenge aaj aapka teaser and 17th july in cinema Bajrangi Bhaijaan...love you salman ji.,posiitve
1386,salman bhai aap panch time ka namaaz padiye,neutral
1332,lv u salmn,posiitve
1474,mere frnd log apke hi fan he but wo log apke movie me jo chalisa he usse naraj he & qawali sunkar bahot khush he,neutral
2522,Kamal krte ho pandey ji kha ho aap,neutral
3207,salman ab nhi bachoge jab tak reply nhi doge mai picha nhi chorne wali,negative
3831,"Sabko bacha kaho,sirf mere ilawa ok",neutral
3650,Akdam kick ke jesa,posiitve
3815,Wow bhai jaannnnnnn,posiitve
1555,Radhe bhai aa bhi jaye ..,neutral
1544,Hi salman I wnt ur pic wid ur autograph.am ur big fan.my qustn is aap aisa kya krte h ki apki kbubsirti din b din badhti hi ja rhi h.,posiitve
2498,khd ana to mumkin nhe shayid,neutral
3379,sir kasam sy may apkay movies ka muntazir hon.sir apki torri si role bi mjy achi lagti hy...sir mjy bhulaao pllzzz sir,posiitve
935,Dektha hun kaise release karega movie,negative
3094,Koch to bolu bhai,neutral
3599,Very very niece tailor,posiitve
2327,itna wait to kbhi GF ka b nhi kiya,neutral
3653,Kaise ho Salman sir...id ka kya huwa apke ???,neutral
2904,koi ta msg krdo Salman Khan,posiitve
1649,Mere cmnt padhne waalo. Jab is madar chhod ka bajrangi film flop kre to samajh jaana k muslim ka haaye laga ise.,negative
2773,hell0 salman khan...kesy h ap..??,neutral
2572,ho gyi party sabki ... ab aaram karo...bhai so rhe ha...,neutral
3426,salman bhai jaan friend request plz,neutral
1889,bar bar time mat badal na .barna lg apko vul jange,neutral
1472,India army bad India army ne sari am awrat ka ezat lotlya,negative
3559,Salman khan sab sy best,posiitve
1893,Bhai ne ek barr commitment kar di to wo fir kisiki nahi sunte,neutral
3334,Aapne ye sbko btayaki hm insan haitb hindu ur musalmanNd india ur Pakistan. ...Bt pta nhi kyu log smjhte nhiBt koi nhi One day they wil realize.,neutral
315,"P.m modi jee.aj mgnrega sab se top par hai.garamin chhetro mai esse playan ruka hai.lekin esme gram rojgar sewk, j.e. in sabka vawisy aap ke hath mai hai. Hum apne priwar ka laln paln dhang se nhi kr skte.bacho ko achhi shiksha bhi nhi de skte.",negative
23,wah wah Turkes,neutral
893,Kise khushi main party de hai aap ne apne kaha tha aap sare comment padhte ho to ek reply to banta hai,neutral
127,Gandhi ji aur aapne apni chhavi se na kewal desh me balki pure wiswa me bharat ka nam gauranwit kiya hai wish u all the best,posiitve
2908,aisi ummeed nhi thi aapse bhaijaan. . DIL tod diya sbka :-(,posiitve
1220,haye Sallu....tussi gr8 ho........,posiitve
1121,@lwayz ready 4 uh salman sir....,neutral
2306,hi salman vai......,neutral
1897,itna intazaar :O :(,neutral
1085,sem 2u bhai,neutral
919,Allah ap ko apna haveza aman ma rakha,posiitve
3627,Please salman tu to janta hai k tere page pe kese kese log hai chiiiii aap ek reply do na please,neutral
3389,Mai WO pars buy Kar k use mai paise rakh k use gift reaping karwaa k eid waale din namaz k baad jab Ammi se gale milkar eid Mubarak karungi tab mai ye gift unhe dedungi,neutral
2199,Bhai aa jaao ab intejaar nhi hot,neutral
2098,india me to 4 baj gye agar aap London betha h to pta nhi,neutral
3446,pls all frendns wach an the movie bhai ne Yeh harare liya present kiya sab log pls Yeh film dekha yaaya,posiitve
561,koi aur pasand aagai ye ek jagah tik nahi sakte tum,negative
2600,ab kitta wait krwaoge,posiitve
3602,lovee uuuu saluuuu,posiitve
2241,4 baj gaye lekin bhai abi aaye nahi...,neutral
2015,Bhai 4 baj gaya bhai kaha ho bhai? Please reply karo na bhai,neutral
2428,Chalo.kuch nii bhai koi kaam me fas gye honge aap,neutral
1871,Han sallu bhai...ye abhijeet ke 2lagao....bakwas pel ra tha usdin....kese dost bna rkhe ha jo apse mel.ni.khate....u r a philanthropist and he is misanthropist,neutral
2752,Bahi mai karanataka se hun apko dekne k lia bahut bhar aa chuka hun mumbai pe lekin uss time ku aap nahi mile 11 sal se mumbai ara hun aj tak nahi deka plz reply bhai plz apse request hai,neutral
1187,Kyu aisa kya salman bhai,neutral
3823,Salman bhai app batao ki india me ajubaa kya kya hai ek to Taj Mahal hai aur dusra kya hai mujhe app ka javab chaiye app kahte ho ki my sare coments padhta ho,neutral
643,bhai aap ki bhaijaan movi bhi 200 cr karegi,posiitve
2767,Bhai woh kya matter hai Jo ye log bol rahe sb,neutral
1032,Abhi tak to bada dum tha tum logo ke laudo me??????? achanak se dhile ho gaye????,negative
215,Hamre vote nahi milenge aapko agar us din muslim ki cap pehni to,negative
2084,Bhai aa bhi jao ab time ho gya,neutral
3392,allaha aapk sath hai bhai,posiitve
973,Abhi easvariya ka bhut utra hi ni he to tumko kaha se milega,neutral
3107,Hiiiiiiiii Salmannnnnnnn ji meri ma aap ki BIGEST fan hain main aap ke sath baat karna chati hoon,posiitve
3185,"Hum cahtiha ki vai, ek bar ake sobko jalak lagadea",neutral
291,Mullo ko bhagao...TP mat karo,negative
106,Sir aap se koch baat krna he zarori,neutral
2917,salman sir so rhe h....don't disturb,posiitve
3237,Salman bhai jai ho,posiitve
3867,Salman ji kya aap bhi eid mubark manate hai please bataye ga please,neutral
1329,Nicere vai sallu,posiitve
3524,gud see vaaijaan,posiitve
1890,oh salman bhai,neutral
2429,luv u sallu..:-*,posiitve
2527,kamaal karte ho,neutral
2813,salman bahi please hum ko bhi chance dena bt krne ka thanks.,posiitve
1892,Bahi main ne ap sy boht zarori bat karni hai @BeingSalmanKhan,neutral
987,salman tujhe to alha ka brkt h ..jo tme kharab bole uske ghrme jurjate h ( thats means haram khor ka khandan ) ok,posiitve
3447,Chance bhut kam hai mai dekhsakti hoon ya nahi,neutral
1257,Ek nai kahani dekhne ko behad utsuk hai.love you sallu bhai.bhaijaan.,posiitve
329,Log apna sapna Pura karne ke liye puri duniya ko bhi dokha de sakta h,neutral
1818,Mile jab the hum tum yaad hai yaa bhul gye,neutral
381,bikaner kb tur h. halat kharab h bikaner k . surdhna gav jane wali sadak ka bhi kbi chal ke dekho us sadak pe..,negative
2838,tiger bahoot busy hai abhi... dont disterb cat,posiitve
1642,Luv u bhai...u r so cute....sbki jaan salman khan......... Anitha Parmar,posiitve
675,Insan jab tarki karleta hai to wo apne mazhab KO bul jata .hai jab thokar lagti hai use to use apni galti ka ahsas hone lagta hai .....koch aisy hai salman ki khani mery Kuban I.......,negative
1868,tu musalman nhi to name bi chng krle apna santi lal rakhle,neutral
1013,salman bhai main apka bahut bada fan hu mujhe apki bahut pasand aata hain.,posiitve
2620,mey Facebook par...Twitter pe nehi...aooo na..,neutral
1783,#aaj #sabhi #superhits film.dekhane chale #bbthiseid #superdupar film,neutral
2294,Salam bhai Jumma mubarak,neutral
3067,"kal 4 pm wait karna,aj ka din nikal gya,bevkufo,girl to puri puri bevkuf hoti hai,",posiitve
2305,Nhi aayege woh busy promotion krne mein .sunday ko kapil ke show mein jao. Face to face,neutral
1195,okk bhai jaan...:),neutral
266,modi ji roj hajaro gaaye kat rhi he uanka kuc kro jo bi suvar gaayo ko katata he un ko fasi do ya haat per kat kr corahe pr fek do salo ko,negative
1294,Zara pucho Salman se k kitna #Roza raha,neutral
2686,i love u sir  mujhe aap bhute acche laghte ho,posiitve
2470,bhai jaan plzz come,neutral
2255,Yaar baj gaye bhai....reply?,neutral
3474,Me aapki bhut badi fen hnu sar.aap aek baar muje bhi kuch riply karna.p,neutral
3617,bhijaan eid mubharak......,posiitve
1926,hum bajrang bali k bhakt h Mar jayenge lekin jhut nahi bolenge..,neutral
781,sare aade tede mere hi kimat me likha hai upar wale ne chun chun ke lga tha tum to sayad sahi hoge lekin nahi,negative
3368,Jai ho jai ho jai ho. Bhajrangi bhaijaan,neutral
701,ara bhai jaan hum bhi to aap ke bhai hai chote bhai jaan...,posiitve
1760,Salman bhai plzzz Pakistan ap zrur ay bht acha swagat ho ga ap ka plzzzzz bhaiiii,posiitve
1768,Aap ki baat hum sab ke sath:-) ;-) :-D,neutral
2182,Bhai 4 baj gye h,neutral
3227,lv u salman bhai,posiitve
312,Punjab me disst... ferozpur,neutral
494,Sacha bharat INDIA,posiitve
1794,aap ke whtasup no. de do uspe bat karengai.....,neutral
1273,Bhai Tere samne koi nahi bhai u r gret bhai,posiitve
2510,lol bhai kb aayoge muje lgta h server krash ho gaya bhai,neutral
3041,salman ne reply kiya kya guys,neutral
2441,Salman bhai nahi ayenge,neutral
2793,jab 1 lakh ppl love u love u likhenge how will u reply poor u,posiitve
3822,Hij do ka sardar bangaya sala bajrangi kotta,negative
481,hiii mai ok huiii :),neutral
1441,Waoo.salman nice yar,posiitve
641,Main aapka bahut bada fan hu,posiitve
1971,Bhai 4 mint,neutral
2715,Mene bataya na ap logo ko ke aj bhaijaaN bat nai kar sakte kamar pe dard hn docter ne araam ka kaha hn ok frendz,neutral
3698,happy eid salman sir,posiitve
2497,5000comment in 5minute,neutral
3731,salman bhai zindabad...love u bhai...,posiitve
2577,bollywood prem bollywood fitness pleyar bollywood king bollywood god,neutral
3383,Ab eid celebrate krta ha kiya ramzan ka roza b rkhta ha.kyn k eid ka maza tb hi ata ha jb ramzan k roza rkho.,neutral
1316,Mami ko bolnaa WO gharelu nusk ache se. Kar degi,neutral
909,Ramadan Mubarak salu bhi..,neutral
2042,Helo salman.sir,neutral
442,ram ram bhai salman,posiitve
2385,Are Bhai ko kuch bat bolo. q ke hum ya pe bohat sare fan ho . is k liye aanahi raha hai. waise b bo kitne k sath bat karenge.,neutral
588,Bhai mujhe bhi kardo nominate plz,posiitve
3824,salu miya kaal aa rahe h hum bhaijaan se milne,neutral
3029,kya yr maine b mis kr diya #uhh,posiitve
3520,salman khan aap pakistan aa rahan par kon se city aya ga plz plz humko bhi aapse milena han plz plz batyan na,neutral
1090,koi pasand ni karta teri film ko or band kar ye tamasa,negative
472,i love ur film joi ho bhai hope ur flim bajrangi bhaijan,posiitve
399,Bahut achchhakarya aur bahut achchha Hamara sarkar,posiitve
761,Han bro roza to rahkata hun,neutral
2404,Theek hai bhai bahut hua ~~,neutral
198,akele modi kya ker sakte hai.........akela aadmi pahad nhi khod sakta,neutral
3549,oye alia privacy block,neutral
1784,bhai sidhi baat kewal mere saath,neutral
5,Wao lata mangekar,posiitve
2330,bhai kaha ho ap,neutral
1909,Bhai aap ke liye kitna bhi wait krna pade karenge,neutral
1432,Salman bhai ka sirf naam hi kafi hai film apen Aap blockbuster ho jati hai,posiitve
945,ye bhosdiwale bhagne vale nhi bc mc harami sale suwar ki olad,negative
463,Suna he ki ap actors log aam janta ko reply nahi karte aisa nahi karna chahiye,neutral
3721,nice salman bro,posiitve
1380,Kya bat hai bhai,posiitve
3028,bhai i  m aslo big fan of you .. i m frm kashmirr    ..apka bajrangi bhaijaan main kaise experince Raha ..woh bhi kashmir main shooting kr k nd pls replyy  aur kaise laga humra kashmir,posiitve
2720,"Bhai accident dubara toh ni kr dya,jo ab tk ni aaye,aa b jao sir",neutral
776,Salman g agar ye msg dekh rahe hoto reply karo plz,neutral
2012,Bhai aap mahan ho,posiitve
1227,ofcourse salman isme sochna kaisa..,neutral
860,Râ€žj'Å’v Vâ€¹Vâ€ â€˜Â¤ Ready ho bhai aaj ki party ke liye,neutral
2700,Sir aap itna hi kah diye to kafi hai ...:-),neutral
1841,i wish meri ye wish puri ho jaye....,neutral
2326,Bhai aap may bara fan hu please aap number mujhe mallum nhi,neutral
977,mai chahthi hu kya ki bajrangi bhaijaan film flap hona pukka,negative
3529,Wai sale Ismail kutte jyada bhaukana sehat k liye nuksaandayak hai . Amma k pallu me so jaa ab ## boxdk,negative
2638,kya yaar! aaja shaam hone aayi mausam ne li angdaai! to kiss baat ki hai Ladai...............:p whre r uh?,neutral
3217,Baba ji aap to so jao q budhape me nind kharab kar rahe ho,neutral
2759,"hey salman bhai , agar aap actor na hote to kya hote?",neutral
2341,Ab aa jao sir 4 bj gye hm wait kr rhe h,neutral
2812,watch band pad gai kya bhai aapki ....mere pass b thi apki jaisi ek bekar watch..maine OLX pe bech di,posiitve
3682,Eid Mubarak bhai jaan I miss u i miss u,posiitve
3106,plz salman g ap sb ki help krte ho is bichare ki b kr do na apni mom ki khatir,neutral
1932,Jai ho bhai.,neutral
376,BJP ko lao beiapam karao phir mader ker aatam hatya batao,negative
377,Modi ji aap ka sv asakeam fail hai...,negative
3290,HUM HAMESHA AAPKE SATH H BHAI AAPKE LIYE JAN HAJIR H,neutral
1626,BHAIJAAN ... KAVVI KOLKATA may aoo .. apni fanzzzz say milne ... already Banjarangi bhaijaan MEGA ... HIT ...,posiitve
1526,Sab log teyar ho jaye bhai jaan aa rahe he ........?????????????????????????????????????????????????????? 9...8....7.....6......5.....4.....3......2.....,neutral
286,please sir apke rhte vito power dila dena ......................,posiitve
1501,salman ji ap kaha ho.plz ajao,neutral
2508,Ab kaha gye aap gayab,neutral
765,bb me jo kuch kie kahe sab bhul gae natak tha na sab camera ke liye kie the na,negative
1902,Bhai fahara khan ko me hu na ki khani ki jrurat he or vo mere pas he,neutral
238,Kabhi ghar me bhi raha karo modi ji?,negative
2667,Aapne apna commitment nhi nibhaya Aapka dilouge wrong hai,negative
713,plz aap mere frnd baniye,posiitve
2957,bhai kb dhamakedaar entry marogeee.......i m waiting 4 uuuuuuu,posiitve
1824,kya bhai aaj ki shaam salman bhai ke fans ke naam,neutral
2408,yeh salman khan ki purani aadat hai.... late aana :p,neutral
513,salei suwar ka pilla .... mar jaa aishwarya ke moot mei doob ke ..cheeh Modi Aur Rss ka Nya Kutta,negative
2279,4 baj gaye.....par party aabhi Baaki he....sallu bhai,neutral
2367,Abitna bhi kya sharmana,neutral
2884,bahut wt kiya aur nahi....bye...gussa hu app sa,neutral
2961,Bhai jaan number btao,posiitve
1623,Kaha salman khan,neutral
900,lov you salman,posiitve
1177,nic song . bhi jan,posiitve
398,Modi ji aachi suruwat hai skill India program we heartly congratulated.,posiitve
2170,Kaha ho tum,neutral
2477,Bhai jaldi aa subi se waiting,neutral
1643,1-no bhai,posiitve
599,u welakam saluu,neutral
1224,"Bhai aap toh bolly wood ke badshah ho """"""""""aur aap humare dil k kareb ho love u bhai jaan",posiitve
3470,gdnt salman khan.kash ap reply karte.,neutral
101,ache log ko ache gifts hi milte hain jaise indians ko aap mila sir ji.,posiitve
3428,yes bhaijan hm ap k sath hai,neutral
3498,Nitin Saxena bhai order krdia kya???,neutral
1024,Ashu Singh tu kya janta hai,neutral
2732,Bhai ...wait kar rahe h hum sab...time btaoo yaar,neutral
1415,butiful song evr i fel in luv wiv dis song,posiitve
2846,Rinky Kumari salman hai vo alva nahi hai,posiitve
2868,kaha pe karinge baigan ;),posiitve
2844,Bhai jan  jab awogay mujhe reply karna plzzz am waiting,posiitve
461,tum q kar rahe ho aisa phone tak nahi karte kya hai ye,neutral
2400,bhaijaan 4:11 ho gya. kb aaoge aap,neutral
46,Pm ho to aisa modi jaisa ji hind jay varat,posiitve
3442,hi bhaijaan apko apki film bajrangi bhaijaan aur eid ki advaance mai bdhaai love u bhaizaan,neutral
740,Hallo salman sir,neutral
2183,Salman kha ho,neutral
3143,Bhai ap sapna kyu dekhate ho bhai bus apke fan h hum,neutral
3740,Salman bhai aap hoge jis movie mai to hi jaunga dekhne,posiitve
1418,"Waoooooo, soo beautiful",posiitve
3352,Sala hrami muslmano ka dushman badnam kiya hai Muslman ko kalank hai kabrustan mai tera paisa kaam nahi aayega balki #aamaal aor sabse pahle #imaan #pakka hai ya nahi,negative
1999,Bhai sabko reply kaise karoge,neutral
1290,ye sab afwa hai bhai aisa na bolo koi,neutral
662,Aapse baat karna chahta hu bhai .bahut badi problem mae hu.aapki help chahta hu,neutral
1687,Bohat achi ha ap thek hai ramazan k se gura ha,posiitve
2687,kha chale gaye bhai..,neutral
332,bharatakke bapa randi magana illi raitaru sayakattaru,negative
3153,Kaise kahe rahi ho ki oh fake tha,negative
649,Tu muslman nahi h kiyo ki tu mandir jata h tu kadiyani h salman,negative
1916,salman bhai mai aapka bahut bada fan hu aapke sath filmo me kam karna chahte hai,neutral
3280,Main ne tu kbi in romurs py yakeen kiya hi ni tha Bhai jaan,negative
2051,plz aayeye sir jhuth bole to smjh lena aap ek meri jitni achi fan gwa doge aap sir,neutral
2601,facku jaldi warna ????,neutral
2735,bhai jan balkum salam ma shimla sa ho to numsta salman bhai,neutral
2817,live chat karna kaise hai???,posiitve
642,luv u salman khan,posiitve
492,Aap to supar hit ho aor aapki film supar hit hai,posiitve
1549,Bhai kha gayab hooo,neutral
2213,hii.....salman bhai,neutral
242,modiji....humane apko wot diya lekin muze ab lag raha he ki me rong tha,negative
